fullname,hand,ioc,ht,sex
Egor Kovalev,,RUS,,M
Aswin Lizen,,GBR,,M
Dennis Uspensky,,USA,,M
Ammar Alhogbani,,USA,,M
Alan Gadjiev,,UZB,,M
Luca Corinteli,R,USA,,M
Valery Rudnev,R,RUS,,M
Pavel Selivanovsky,R,RUS,,M
Alexander Perfilov,R,RUS,,M
Nikita Valentsev,R,RUS,,M
Kirill Saplin,R,RUS,,M
Alexander Boborykin,,RUS,,M
Nils Brinkman,R,GER,,M
Beruk Tsegai,,ERI,,M
Michael Kerschbaumer,,ITA,,M
Patric Prinoth,,ITA,,M
Jonas Ciechi,,ITA,,M
Patrick Prader,R,ITA,,M
Lucas Bouquet,R,FRA,,M
Julien Eon,,FRA,,M
Nicolas Ancedy,L,GUD,,M
Martin Barbier,,FRA,,M
Michael Grant Gd13,,USA,,M
Alexandre Belmonte,,FRA,,M
Wilhem Labrador,L,FRA,,M
Aurelien Marne,,FRA,,M
Jose Rene Mejia,,COL,,M
Daniel Garza,R,MEX,,M
Bruno Pessoa,,BRA,,M
Felipe Galvao,,BRA,,M
Joao Pedro Alcantara,,BRA,,M
Osni Junior,,BRA,,M
Gabriel Vallim,L,BRA,,M
Marcelo Tebet Filho,R,BRA,,M
Eduardo Russi,R,BRA,,M
Giovane Bueres,,BRA,,M
Rafael Camilo,,BRA,,M
Nate Eazor,,USA,,M
Tomas Charlos,,GER,,M
Andre Sa,R,BRA,185,M
Vincent Thierry Schneider,R,GER,,M
Allan Gomes Oliveira,R,BRA,,M
Antonioni Fasano,,BRA,,M
Mateus Alves,R,BRA,,M
Yuri Andrade,,BRA,,M
Americo Lanzoni,R,BRA,,M
Asdrubal Gobernate,,BRA,,M
Jun Nan Tao,R,CHN,,M
Mateo Vereau Melendez,,PER,,M
Sergio Monges,,PER,,M
Javier Rodriguez,,MEX,,M
Lucian Gheorghe,R,ROU,,M
Valentin Vanta,,ROU,,M
Johann Willems,L,GER,,M
Christian Voinea,,ROU,,M
Victor Mugurel Anagnastopol,R,ROU,,M
Jocelyn Devilliers,R,FRA,,M
Clement Dorsemaine,R,FRA,,M
Luciano Agustin Fisicaro,,ARG,,M
Quentin Folliot,,FRA,,M
Jeremias Rocco,,ARG,,M
Matic Spec,,SLO,,M
Grega Boh,,SLO,,M
Klemen Nikolas,R,SLO,,M
William Flavell,,GBR,,M
Adam Bronka,,AUS,,M
Jan Zednik,R,CZE,,M
Yvo Panak,R,CZE,,M
David Simunek,,CZE,,M
Bjarne Mannheims,,GER,,M
Jens Janssen,,GER,,M
Niklas Schell,R,GER,,M
Marvin Greven,R,GER,,M
Aliaksandr Prudnikau,,BLR,,M
Ulysse Bertrand,,FRA,,M
Edgar Jeanmougin,,FRA,,M
Luc Fomba,,FRA,,M
Patrick Rynsaardt,R,AUS,,M
Paul Kramberger,,AUS,,M
Mustafa Ibraimi,,AUS,,M
Chanchai Sookton Eng,,AUS,,M
Anderson Reed,R,USA,,M
Joshua Charlton,,AUS,,M
Harrison Lombe,,AUS,,M
Jarmere Jenkins,R,USA,,M
Savino Lapalombella,,ITA,,M
Andrea Grazioso,R,ITA,,M
Andres Gabriel Ciurletti,,ARG,,M
Aditya Deswal,L,IND,,M
Arpit Sharma,R,IND,,M
Neishit Vakil,R,IND,,M
Garvit Batra,R,IND,,M
Garry Tokas,R,IND,,M
Tushar Liberhan,R,IND,,M
Mohit Mayur Jayaprakash,R,IND,,M
Adil Kalyanpur,R,IND,,M
Fabian Lara,,MEX,,M
Rodrigo Chavez,,MEX,,M
Adrian Fernandez,R,MEX,,M
Juan Jose Priego Carrilo,R,MEX,,M
Alexandr Kushakov,R,UKR,,M
Long Chen,,CHN,,M
Mikolaj Borkowski,R,POL,,M
Joseph Huber,R,AUT,,M
Hangyeom Kim,,KOR,,M
Ivan Goluza,,AUS,,M
Sukhee Ann,,KOR,,M
Scott Dawson,R,AUS,,M
Donggeun Oh,,KOR,,M
Jae Min Seol,,KOR,,M
Uisung Park,R,KOR,,M
Lorenzo Di Maro,,ITA,,M
Giovanni Oradini,,ITA,,M
Michele Longo,,ITA,,M
Igor Rossi,,ITA,,M
Filippo Moggian,,ITA,,M
Giovanni Orsoni,,ITA,,M
Filippo Piranomonte,,ITF,,M
Driss Lbahy,,MAR,,M
Ayoub Chakrouni,,MAR,,M
Anas Chakrouni,,MAR,,M
Khalid Allouch,R,MAR,,M
Mehdi Jdi,R,MAR,,M
Keisuke Numajiri,R,JPN,,M
Ang Ji,,CHN,,M
Marco Bergagnin,,ITA,,M
Gianluca Quinzi,L,ITA,,M
Alessandro Ragazzi,,ITA,,M
Luca Serena,R,ITA,,M
Dominik Recek,,CZE,,M
Michal Bisko,,CZE,,M
Lukas Vejvara,,CZE,,M
S Mert Ozdemir,,TUR,,M
Gokberk Ergeneman,,TUR,,M
Mustafa Erdogan,,TUR,,M
Barkin Yalcinkale,,TUR,,M
Ettore Capello,L,ITA,,M
Marco Pivotto,,ITA,,M
Mohamed Khamlich,,MAR,,M
Mohamed Belcora,,MAR,,M
Amine Chadli,,MAR,,M
Marouane Wasfy,R,MAR,,M
Mohamed Nazim Saber,R,MAR,,M
Nizar Belmati,R,MAR,,M
Anurag Nenwani,R,IND,,M
Luca Mainetti,,ITA,,M
Mateusz Kowalczyk,R,POL,193,M
Marco Facconi,,ITA,,M
Stefan Norodom,,AUS,,M
Armando Gandini,R,DOM,,M
Omar Ferreras,,DOM,,M
Emilio Andrea Segarelli,L,USA,,M
Jesus Francisco Felix,,DOM,,M
Themi Sitzoukis,,AUS,,M
Scott Browne,L,AUS,,M
Daniel Groom,,AUS,,M
Blazo N Djurovic,,AUS,,M
Marko Jovanovic,R,AUS,,M
Mario Matejcek,,AUS,,M
Kamil Gajewski,R,POL,,M
Iancu Lustinian Ghinda,,CAN,,M
Adrian Sikora,,SVK,,M
Edan Bakshi,R,ISR,,M
Yannai Barkai,,ISR,,M
Ram Kapach,,ISR,,M
Motvey Radionov,,ISR,,M
Alon Elia,,ISR,,M
Daniel Tamir,,ISR,,M
Orel Ovil,R,ISR,,M
Tal Goldengoren,,ISR,,M
Enrico Fioravante,R,ITA,,M
Elio Ramaglia,,ITA,,M
Pietro Manola,,ITA,,M
Eros Siringo,,ITA,,M
Edoardo Lavagno,L,ITA,,M
Yeongseok Jeong,R,KOR,,M
Ho Gi Kang,,KOR,,M
Rui Machado,R,POR,178,M
Matthew Chadwick,R,GBR,,M
Keelan Oakley,R,GBR,,M
Lewis Denton,R,GBR,,M
Max Benaim,,GBR,,M
Fedor Chervyakov,R,RUS,,M
Mikhail Galyamov,,RUS,,M
Artur Shakhnubaryan,,RUS,,M
Ivan Davydov,R,RUS,,M
Maxim Geraskin,,RUS,,M
Ivan Korol,,RUS,,M
Suren Vartanyan,,RUS,,M
Ivan Bryusov,,RUS,,M
Anton Chekhov,R,RUS,,M
Michael Morphy,,GBR,,M
Louis Newman,R,GBR,,M
Tyler Mercier,R,USA,,M
Felipe Martinez Sarrasague,,ARG,,M
Michael Ogden,,USA,,M
Igor Saveljic,R,MNE,,M
Robert Levine,,USA,,M
Thomas Pura,,USA,,M
Robbie Mudge,,USA,,M
Ivan Saveljic,R,MNE,,M
Catalin Mateas,,USA,,M
Georgyi Malyshev,,RUS,,M
Nicholas Horton,R,AUS,,M
Nick Stachowiak,,USA,,M
Alex Kobelt,,USA,,M
Trey Yates,,USA,,M
Stefan Skadarka,L,AUS,,M
Stefan Frljanic,R,CAN,,M
Ku Keon Kang,R,KOR,,M
Cong Tien Le,,VIE,,M
Stefan Vujic,R,AUS,,M
Dac Tien Nguyen,,VIE,,M
Thanh Trung Hoang,R,VIE,,M
Alec Adamson,,USA,,M
Farzin Danny Amiri,,USA,,M
Max Colorado,R,USA,183,M
Thibault Venturino,,FRA,,M
Evaldo Neto,,BRA,,M
Courtney John Lock,R,ZIM,,M
Richard Solberg,R,SWE,,M
Brian Battistone,R,USA,190,M
Ruben Alberts,,RSA,,M
Jakob Amilon,,SWE,,M
Eduardo Lacalle,,CHI,,M
Nicolas Bruna,,CHI,,M
Marin Dumitru,,AUS,,M
Gonzalo Urruticoechea,,CHI,,M
Carlos Jose Cuevas,,CHI,,M
Manfred Brandes,,MEX,,M
Guillermo Alejandro Arrambide Herrera,,MEX,,M
Zhu Guo,,CHN,,M
Tian Xiang Hui,,CHN,,M
Shun Tian Shi,,CHN,,M
Ze Gong,,CHN,,M
Franco Feitt,R,ARG,,M
Andrew Ely,,USA,,M
Lucas Koelle,R,BRA,,M
Ricardo Alban,,ECU,,M
Facundo Jofre,,ARG,,M
Emilio Bowen,,ECU,,M
Carlos Andres Carrera Hidalgo,R,ECU,,M
Gabriel Andres Yaguar Espinoza,,ECU,,M
Victor Hugo Nunez Mendoza,R,ECU,,M
Kevin Kylar,R,CAN,,M
Kody Pearson,,AUS,,M
Adam Walton,,AUS,,M
Benard Bruno Nkomba,R,AUS,,M
Federico Moreno,,ARG,,M
Federico Nicolas Bertucci,,ARG,,M
Luis Mauricio Bonilla,,DOM,,M
Agustin Suarez Gonzalez,,ARG,,M
Juan Pablo Becker,,ARG,,M
Takuya Komura,,JPN,,M
Kento Tagashira,,JPN,,M
Ren Nakamura,R,JPN,,M
Daiki Kato,,JPN,,M
Ignacio German Dagostino Herrera,,ARG,,M
Juan Martin,,ARG,,M
Dmytro Badanov,,UKR,,M
Natthasith Kunsuwan,,THA,,M
David Rice,R,GBR,,M
Teeradon Tortrakul,,THA,,M
Jatuporn Nalamphun,,THA,,M
Jirayu Limpathum,,THA,,M
Manuel Barros,R,ARG,,M
Luciano Doria,,ARG,,M
Brian Orradre,L,ARG,,M
Julian Busch,R,ARG,,M
Leander Lazaro,R,PHI,,M
Fritz Verdad,,PHI,,M
Patrick Tierro,,PHI,,M
Xiao Gong,,CHN,,M
Christian Oliveira,,BRA,,M
Joao Luiz Carvalho,,BRA,,M
Felipe Lima,,BRA,,M
Enzo Kohn,,BRA,,M
Lucas Lobao,,BRA,,M
Juan Ignacio Batalla Diez,L,MEX,,M
Fernando Cabrera,R,MEX,,M
Robert Lindstedt,R,SWE,190,M
Filip Malbasic,,SWE,,M
Daniel Windahl,R,SWE,,M
Yi Feng Li,,CHN,,M
Francesco Faggella,,ITA,,M
Patcharapol Kawin,,THA,,M
Werapath Sirijariyaporn,,THA,,M
Guillaume Mackenzie,,FRA,,M
Roberto Affonso Neto,R,ITA,,M
Sherif Sabry,,EGY,,M
Niklas Johansson,,SWE,,M
Daniel Svensson,R,SWE,,M
Shane Nicholls,R,CAN,,M
Zhao Cai,R,CHN,,M
John Paul Fruttero,R,USA,185,M
Changwei Peng,,CHN,,M
Karunuday Singh,R,IND,,M
Zi Yang Cai,,CHN,,M
Honghan Wang,,CHN,,M
Yang Liu,,CHN,,M
Dan Martin,,CAN,,M
Edward Nguyen,R,CAN,,M
Aleksei Khomich,,BLR,,M
Giacomo Miccini,R,ITA,,M
Federico Bertuccioli,,ITA,,M
Enrico Dos Santos Lima,,BRA,,M
Lucas Agra,,BRA,,M
Levente Godry,R,HUN,,M
Jonathan Bejar,,AUS,,M
David Barclay,R,AUS,,M
Arjun Mehrotra,,AUS,,M
Jarred Wynan,,AUS,,M
Sultan Narbekov,,KAZ,,M
Riley H Reist,,USA,,M
William Bushamuka,R,COD,,M
Matthew Mendez,,USA,,M
Fares Ghasya,,LBA,,M
Manuel Ribeca,,ITA,,M
Stefano Baldoni,,ITA,,M
Giulio Giulioli,,ITA,,M
Michal Pazicky,R,SVK,,M
Peter Samosi,,SVK,,M
Petar Conkic,,SRB,,M
Nenad Vladusic,L,SRB,,M
Tomas Vyrostko,R,SVK,,M
Daniel Bennett,,GBR,,M
Lorenzo Corioni,,ITA,,M
Torben Otto,,GER,,M
Boris Nicola Bakalov,L,BUL,,M
Rong Ma,,CHN,,M
Kento Tanaka Tamaki,L,USA,,M
Jakub Hadrava,R,CZE,,M
Keanu Ellen,,USA,,M
Jean Yves Aubone,R,USA,180,M
Wei Yu Su,R,TPE,,M
Thibaud Berland,,FRA,,M
Jaume Martinez Vich,,ESP,,M
Beck Pennington,R,USA,,M
Jeremy Efferding,,USA,,M
Alexander Gornet,,USA,,M
Ralph Regus,L,GER,,M
Marcus Mansson,,SWE,,M
Naru Shirafuji,,JPN,,M
Toru Horie,R,JPN,,M
Mauricio Rivera Caballero,R,MEX,,M
Andrey Yakovlev,R,RUS,,M
Ricardo David Mayagoitia,R,MEX,,M
Aaro Pollanen,R,FIN,,M
Joel Popov,,FIN,,M
Patrick Kaukovalta,,FIN,,M
Jordan Parker,,GBR,,M
Sameer Kumar,,USA,,M
Barlaham Zuluaga Gaviria,R,COL,,M
Andres Ariel Fernandez Lopez,R,ARG,,M
Charles Force,,USA,,M
Krisjanis Stabins,,LAT,,M
Marcin Matkowski,R,POL,188,M
Charly Zick,,GER,,M
Jason Jeremy Hildebrandt,,GER,,M
Raheel Manji,R,CAN,,M
Rocco Savin,,CRO,,M
David Juras,R,SVK,,M
Martin Fekiac,,SVK,,M
Vitalii Shcherba,,UKR,,M
Grigoriy Korobeynikov,R,UZB,,M
Azizbek Lukmanov,,UZB,,M
Duje Kekez,R,CRO,,M
Brian Brogan,,USA,,M
Rick Kepler,R,USA,,M
Jannik Opitz,,GER,,M
Arnd Weyhausen,,GER,,M
Ramazan Nureev,R,RUS,,M
Gustavo Teisen Pereira,,BRA,,M
Antonin Stepanek,,CZE,,M
Timur Sottimov,,UZB,,M
Caleb Chakravarthi,,USA,,M
Kushaan Nath,R,IND,,M
Christopher Rosensteel,,USA,,M
Vadim Alekseenko,R,UKR,,M
Gleb Alekseenko,R,UKR,,M
Michiel De Krom,,NED,,M
Rana Roop Singh Bhullar,R,NOR,,M
Shane Vinsant,R,USA,,M
Andrew Korinek,,USA,,M
Zakhar Trapeznikov,,RUS,,M
Scott Clayton,,GBR,,M
Bruno Mardones,R,ESP,,M
Mario Mansilla Diez,,ESP,,M
Jose Juarez Caro,,ESP,,M
Mikhail Korovin,R,RUS,,M
Arthur Surreaux,R,FRA,,M
Norbert Tadyszak,,POL,,M
Jakub Gewert,R,POL,,M
Jakub Grzegorczyk,,POL,,M
Maciej Lorenz,,POL,,M
Mihailo Samardzija,,BIH,,M
Ju Hae Moon,L,KOR,,M
Ki Su Jung,L,KOR,,M
Francesco Moncagatto,,ITA,,M
Pietro Ansaldo,R,ITA,,M
Florian Lakat,,FRA,,M
Wayne Montgomery,R,RSA,,M
Tomislav Draganja,,CRO,,M
Iznaur Akhmaev,R,RUS,,M
Andrea Del Federico,R,ITA,,M
Frederic Stotz,R,FRA,,M
Yannick Thivant,,FRA,,M
Tadiwa Chinamo,R,ZIM,,M
Curtis Clarke,R,GBR,,M
Akram El Sallaly,,EGY,,M
Oscar Matias Leiva Biason,,CHI,,M
Mauricio Alvarez Guzman,R,CHI,,M
Javier Naser,,CHI,,M
Jorge Abde Celis,,CHI,,M
Matias Soto,,CHI,,M
Andrew Ruppli,L,SUI,,M
Timur Maulenov,R,KAZ,,M
Leonard Von Hindte,R,GER,,M
Lorenzo Santini,R,ITA,,M
Federico Cecconi,,ITA,,M
Olivier Duberville,,FRA,,M
Yurii Dzhavakian,R,UKR,,M
Alexander Pavlioutchenkov,R,RUS,,M
Shohei Chikami,R,JPN,,M
Masaki Osafune,R,JPN,,M
Alejandro Hoyos Franco,,COL,,M
Andrea Trapani,R,ITA,,M
Daniele Catini,,ITA,,M
Giuliano Benedetti,,ITA,,M
Alessandro Procopio,,ITA,,M
Sean Sculley,,USA,,M
Ryan Hardin,,USA,,M
Sathi Reddy,R,IND,,M
Jack Murray,R,USA,,M
Cameron Silverman,,USA,,M
Tristan Meraut,R,FRA,,M
Junior Ore,,USA,,M
Catalin Ionut Gard,R,ROU,,M
Jan Simon Vrbsky,,GER,,M
Florian Broska,R,GER,,M
Kai Wehnelt,R,GER,,M
Pavel Filin,,BLR,,M
Jorge Enrique Gonzalez Aramburu,,MEX,,M
Cesar Ramirez,R,MEX,,M
Eduardo Yahir Orozco Rangel,,MEX,,M
Breno Lodis,,BRA,,M
Eric Morris,R,USA,,M
Raony Carvalho,R,BRA,,M
Tsung Hao Huang,,TPE,,M
Teodor Dacian Craciun,R,ROU,,M
Ioan Dan Abrudan,R,ROU,,M
Sung Min Han,,KOR,,M
Igor Kolaric,,SRB,,M
Felix Albert,,GER,,M
Juan Erro,,ESP,,M
Filip Dolezel,,CZE,,M
Victor Girat Magin,,FRA,,M
Janos Zibrat,R,SLO,,M
David Lucas Ambrozic,,SLO,,M
Oleksander Byelinskyy,,UKR,,M
Henri Squire,,GER,,M
Daniel Guccione,R,AUS,,M
William Ma,R,AUS,,M
Ken Cavrak,,AUS,,M
Juan Ignacio Iliev,,ARG,,M
Andrea Bolla,,ITA,,M
Antonio Ruiz,R,MEX,,M
Jia Cheng Zhu,,CHN,,M
Francois Arthur Vibert,,FRA,,M
Mohamed Nazim Makhlouf,R,ALG,,M
Sung Jun Park,,KOR,,M
Sung Hun Kim,,KOR,,M
Dhakshineswar Suresh,R,IND,,M
Armaan Bhatia,R,IND,,M
Milan Radojkovic,,SRB,,M
Roberto Marelli,R,ITA,,M
Pietro Mugelli,R,ITA,,M
Sean Van Rensburg,,AUS,,M
Joaquin Caballer,,ESP,,M
Pawel Zawisza,,POL,,M
Hyeong Jin Cho,,KOR,,M
Yu Seob Kim,,KOR,,M
Eun Chong Shin,,KOR,,M
Spencer Furman,,USA,,M
Mirko Martinez,,SUI,,M
Minhtuan Pham,R,VIE,,M
Mousheg Hovhannisyan,,USA,,M
Timothy Sah,,USA,,M
Jack Vance,,USA,,M
Luca Gelhardt,,GER,,M
Oliver Hudson,R,GBR,,M
Carlos Cuevas,,CHI,,M
Cesar Antonio Gomez Diaz,R,MEX,,M
David Argasinski,,POL,,M
Joel Kielbowicz,,USA,,M
Pawin Jirapoomdaje,,THA,,M
Kittirat Kerdlaphee,,THA,,M
Punnakrit Kritakara,R,THA,175,M
Nutdanai Sincharoenwattana,,THA,,M
Phongsapak Kerdlaphee,R,THA,,M
Adrian Obert,R,GER,,M
Roberto Maytin,R,VEN,,M
Corey Gaal,,AUS,,M
Jesse Delaney,,AUS,,M
Juan Pablo Grassi Mazzuchi,,ARG,,M
Yu Chang,,CHN,,M
Tobias Sonne,,ARG,,M
Gaston Tonello,,ARG,,M
Francisco Aranguren,,ARG,,M
Seung Ri Choi,,KOR,,M
Dae Hee Lee,,KOR,,M
Dong Hak Sin,,KOR,,M
Jun Sang Park,,KOR,,M
Domenico Scelzi,,ITA,,M
Kevin Portmann,R,ITA,,M
Arvid Nordquist,,SWE,,M
Eric Ahren Moonga,R,SWE,,M
Malik Bhatnagar,R,CAN,,M
Sebastien Collard,,CAN,,M
Oliver Marach,R,AUT,185,M
Denys Mylokostov,L,UKR,,M
Fabian Marozsan,R,HUN,,M
Peter Balla,,HUN,,M
Dylan Gee,,GBR,,M
Bjorn Hoffmann,,USA,,M
Thomas Wright,,GBR,,M
Mandresy Rakotomalala,R,FRA,,M
William Kirkman,,DOM,,M
Xiao Qi,,CHN,,M
Zhao Tai Li,,CHN,,M
Peng Xiang Gong,,CHN,,M
Jiajun Zhang,,CHN,,M
Yanais Laurent,R,FRA,,M
Fabio Costa,,BRA,,M
Matteo Vialmin,R,SUI,,M
Pierre Louis Dodens,,SUI,,M
Carlos Arana,,PAN,,M
Jose Gilbert Gomez,,PAN,,M
Mateo Galdon,,ARG,,M
Sean Hodkin,,GBR,,M
Max Stewart,R,GBR,,M
Nuno Deus,,POR,,M
Felipe Cunha Silva,R,POR,,M
Andre Gaspar Murta,,POR,,M
Patrick Walker,,USA,,M
Henry Choi,,CAN,,M
Rahim Esmail,R,CAN,,M
George Jecminek,R,CAN,,M
Alexander Day,,CAN,,M
Lukas Smolak,R,SVK,,M
Tao Mu,,CHN,,M
Rodion Pak,,KAZ,,M
Sven Lemstra,,GER,,M
Daniil Zarichanskyy,L,UKR,,M
Diego Matos,,BRA,,M
Vishal Punna,R,IND,,M
Felipe Muzzi,,BRA,,M
George Hime,L,BRA,,M
Michele Cappellacci,,ITA,,M
Toni Simonovic,R,CRO,,M
Luisa Uscocovich,,ECU,,F
Mikaela Molina Bugarija,,ECU,,F
Kayla Frost,,BAR,,F
Cherise Slocombe,,BAR,,F
Alejandra Obando,,HON,,F
Aranza Lailu Benitez Ellis,,PAN,,F
Shenelle Mohammed,,TRI,,F
Jahana Bayramova,,TKM,,F
Guljan Muhammetkuliyeva,,TKM,,F
Yasmin Mansouri,,CAN,,F
Alina Lazareva,,KGZ,,F
Myrzaiym Sherikulova,,KGZ,,F
Aigerim Akzhol Kyzy,,KGZ,,F
Claudine Schaul,R,LUX,,F
Casey Dellacqua,L,AUS,,F
Igor Kunitsyn,R,RUS,180,M
Marie Elise Casares,R,ECU,,F
Ana Gabriela Zavala Mata,,HON,,F
Luisanna Rodriguez,,DOM,,F
Ana Sofia Cordero,,PUR,,F
Malak Jasim Fardan,,BRN,,F
Nazli Nader Redha,,BRN,,F
Maram Mohamed Sharif,,BRN,,F
Yee Loon Goh,,SGP,,F
Gerda Zykute,,LTU,,F
Wallis Vitis,,FRA,,F
Sacha Jones,R,AUS,,F
Hannah Chambers,,BAR,,F
Tangia Riley Codrington,,BAR,,F
Shelby Madeiros,,BER,,F
Ashley Brooks,,BER,,F
Carlista Mohammed,,TRI,,F
Nancy Karaky,R,LIB,,F
Kimia Rahmani,,IRI,,F
Sarah Al Balushi,,OMA,,F
Kimiya Asbaghipour,,IRI,,F
Sara Azaddoost,,IRI,,F
Maryam Al Balushi,,OMA,,F
Maya Bseisu,,BRN,,F
Safa Safar,,BRN,,F
Aisha Al Suleimani,,OMA,,F
Yara Fayssal,,LBN,,F
Michael Mathayomchand,R,THA,,M
Eric Vanshelboim,,UKR,,M
Thanapet Chanta,,THA,,M
Juan Martin Fumeaux,,URU,,M
Emiliano Troche,,URU,,M
Nathan Chavez,,USA,,M
Rishi Reddy,,IND,,M
S D Prajwal Dev,R,IND,,M
Nikshep Ballekere Ravikumar,R,IND,,M
James Hopper,,GBR,,M
Nico Mostardi,,USA,,M
Francesco Maestrelli,,ITA,,M
Alonso Alejandro Delgado,,MEX,,M
Kamen Damov,,CAN,,M
Ilya Tiraspolsky,,CAN,,M
Korey Lovett,R,USA,,M
Gabriel Diallo,,CAN,,M
Cleeve Harper,,CAN,,M
Austin Rapp,,USA,,M
Milledge Cossu,R,USA,,M
Aliaksandr Bulitski,R,BLR,,M
Bekzat Usipbekov,,KAZ,,M
Rostislav Galfinger,,KAZ,,M
Anatoliy Petrenko,R,UKR,,M
Nenad Zimonjic,R,SRB,190,M
Gerhardt Marius Becker,L,RSA,,M
Vaughn Hunter,L,RSA,,M
Muzingaye Dickson Andile Sibanda,,ZIM,,M
Chrisjan Van Wyk,R,RSA,,M
Vasilios Caripi,,RSA,,M
Robbie Arends,,RSA,,M
Martin Krumich,R,CZE,,M
Bogdan Ionut Apostol,,ROU,,M
Radu Mihai Papoe,R,ROU,,M
Matei Adrian Georgescu,,ROU,,M
Gabriele Felline,,ITA,,M
Diego Augusto Barreto Sanchez,,ESP,,M
Michael Weindl,,GER,,M
Max Wiskandt,R,GER,,M
Lorenzo Bocchi,R,ITA,,M
Brian Cernoch,,USA,,M
Angel Diaz Jalil,R,ECU,,M
Alexander Zederbauer,,ECU,,M
Gianluca Ballotta,,PER,,M
Christopher Li,R,PER,,M
Paulo Andre Saraiva Dos Santos,,BRA,,M
Joao Marcos Nusdeo,R,BRA,,M
Sean Cuenin,,FRA,,M
Danylo Veremeychuk,,UKR,,M
Lucas Poullain,,FRA,,M
Simone Roncalli,R,ITA,,M
Jamie Davis,R,RSA,,M
Devin Badenhorst,R,RSA,,M
Miguel Fernando Pereira,,CHI,,M
Dylan Salton,,RSA,,M
Mark Owen Endler,,GER,,M
Danil Ozernoy,,KAZ,,M
Dominik Palan,,CZE,,M
John Echeverria,,ESP,,M
Daniil Golubev,,RUS,,M
Marco Miceli,,ITA,,M
Vaja Uzakov,R,UZB,,M
Lorenzo Claverie,R,ITA,196,M
Cyril Vandermeersch,,FRA,,M
Martin Breysach,,FRA,,M
Jerome Kym,,SUI,,M
Frane Nincevic,,CRO,,M
Angel Guerrero Melgar,,ESP,,M
Miguel Gomes,,POR,,M
Mili Poljicak,,CRO,,M
Boris Butulija,,SRB,,M
Juan Diego Rojas,,ECU,,M
Omar Suarez,,ECU,,M
Stefano Reitano,R,ITA,,M
Antun Vidak,,CRO,,M
Fabio Coelho,R,POR,,M
Milos Karol,R,SVK,,M
Lukas Palovic,,SVK,,M
Matej Galik,,SVK,,M
Lukas Pokorny,,SVK,,M
Axel Garcian,,FRA,,M
Mathys Erhard,,FRA,,M
Arthur Reymond,,FRA,,M
Sascha Gueymard Wayenburg,R,FRA,,M
Dmitry Bezborodov,,KAZ,,M
Lorenzo Angelini,,ITA,,M
Michele Vianello,R,ITA,,M
Jakub Nicod,,CZE,,M
Adam Jurajda,R,CZE,,M
Jakub Mensik,,CZE,,M
Duarte Vale,,POR,,M
Georgii Kravchenko,R,UKR,,M
Jakob Aichhorn,,AUT,,M
Benedikt Emesz,R,AUT,,M
Bjorn Nareyka,,AUT,,M
Guy Den Ouden,,NED,,M
Bart Van Den Berg,,NED,,M
Stefan Palosi,R,ROU,,M
Oleg Prihodko,R,UKR,,M
Timur Mukhtarulin,R,UKR,,M
Yerassyl Yerdilda,,KAZ,,M
Islam Orynbasar,,KAZ,,M
Alessio De Bernardis,,ITA,,M
Kirill Kolganov,,KAZ,,M
Alberto Barroso Campos,R,ESP,,M
Blas Ruiz Romero,,ESP,,M
Iiro Vasa,,FIN,,M
Roni Rikkonen,,FIN,,M
Stefan Dostanic,R,USA,,M
Aleksander Orlikowski,,POL,,M
Wojciech Marek,R,POL,,M
Marcel Politowicz,,POL,,M
Nicolas Herrero Cuesta,,ESP,,M
Matthew William Donald,,CZE,,M
Bart Stevens,R,NED,,M
Krystof Zapsky,,CZE,,M
Marco De Rossi,R,SMR,,M
Fletcher Scott,,USA,,M
Marco Speronello,R,ITA,,M
Emiliano Maggioli,,ITA,,M
Oleksandr Ovcharenko,R,UKR,,M
Jiri Jenicek,R,CZE,,M
Jasza Szajrych,,POL,,M
Tatiana Golovin,R,FRA,175,F
Lauren Anzalotta Kynoch,,PUR,,F
Maria Cecilia Aguiar,,PUR,,F
Erika Barquero,,PUR,,F
Violet Apisah,,POC,,F
Melena Lopez,,BAR,,F
Anya King,,TTO,,F
Chloe Weekes,,BAR,,F
Lucia De Santa Ana,R,URU,,F
Nika Mykolayivna Khmolovska De Saladin,,DOM,,F
Mubaraka Al Naimi,,QAT,,F
Whitley Pate,,USA,,F
Nikol Rivkin,R,GER,,F
DUPE Barbora Palicova,R,CZE,,F
Kayla Cross,L,CAN,,F
Jeremy Schifris,,GER,,M
Panu Virtanen,,FIN,,M
Alexander Lebedev,,USA,,M
Ronald Hohmann,R,USA,,M
Adil Karimov,R,UZB,,M
Shamael Chaudhry,,GBR,,M
Chris Wettengel,R,USA,,M
Mario Gonzalez Fernandez,,ESP,,M
Digvijaypratap Singh,R,IND,,M
Miguel Damas,,ESP,,M
Pablo Llamas Ruiz,R,ESP,,M
Jordan Correia Passos Do Carmo,,BRA,,M
Skander Ben Abdallah,,TUN,,M
Nemanja Malesevic,,BIH,,M
Young Seok Lee,R,KOR,,M
Niccolo Inserra,,ITA,,M
Chang Lin Tsai,,TPE,,M
Amador Salazar,,CHI,,M
Gian Marco Ortenzi,,ITA,,M
Pierre Delage,,FRA,,M
Gianni Ross,R,USA,,M
Chukang Wang,,CHN,,M
Hanyi Liu,,CHN,,M
Rodrigo Sanchez,,PER,,M
Pedro Iamachkine,,PER,,M
