tourney_id,sex,draw_size,tourney_level
2016-W-C10-ITA-13A-2016,F,32.0,10
2016-W-C10-ITA-15A-2016,F,32.0,10
2016-W-C10-ITA-16A-2016,F,32.0,10
2016-W-C10-ITA-17A-2016,F,32.0,10
2016-W-C10-ITA-18A-2016,F,32.0,10
2016-W-C10-ITA-19A-2016,F,32.0,10
2016-W-C10-ITA-20A-2016,F,32.0,10
2016-W-C10-ITA-21A-2016,F,32.0,10
2016-W-C10-ITA-22A-2016,F,32.0,10
2016-W-C10-JPN-02A-2016,F,32.0,10
2016-W-C10-JPN-04A-2016,F,32.0,10
2016-W-C10-KAZ-01A-2016,F,32.0,10
2016-W-C10-KAZ-02A-2016,F,32.0,10
2016-W-C10-KAZ-03A-2016,F,32.0,10
2016-W-C10-KAZ-04A-2016,F,32.0,10
2016-W-C10-KAZ-04B-2016,F,32.0,10
2016-W-C10-KAZ-05A-2016,F,32.0,10
2016-W-C10-KAZ-06A-2016,F,32.0,10
2016-W-C10-KOR-02A-2016,F,32.0,10
2016-W-C10-KOR-03A-2016,F,32.0,10
2016-W-C10-KOR-04A-2016,F,32.0,10
2016-W-C10-KOR-05A-2016,F,32.0,10
2016-W-C10-KOR-06A-2016,F,32.0,10
2016-W-C10-KOR-07A-2016,F,32.0,10
2016-W-C10-LUX-01A-2016,F,32.0,10
2016-W-C10-MAR-01A-2016,F,32.0,10
2016-W-C10-MAR-02A-2016,F,32.0,10
2016-W-C10-MAR-03A-2016,F,32.0,10
2016-W-C10-MAR-04A-2016,F,32.0,10
2016-W-C10-MAR-05A-2016,F,32.0,10
2016-W-C10-MDA-01A-2016,F,32.0,10
2016-W-C10-MDA-02A-2016,F,32.0,10
2016-W-C10-MEX-06A-2016,F,32.0,10
2016-W-C10-MEX-07A-2016,F,32.0,10
2016-W-C10-MRI-01A-2016,F,30.0,10
2016-W-C10-MRI-02A-2016,F,29.0,10
2016-W-C10-NED-01A-2016,F,32.0,10
2016-W-C10-NED-02A-2016,F,32.0,10
2016-W-C10-NED-03A-2016,F,32.0,10
2016-W-C10-NED-04A-2016,F,32.0,10
2016-W-C10-NED-05A-2016,F,32.0,10
2016-W-C10-NED-06A-2016,F,32.0,10
2016-W-C10-NED-07A-2016,F,32.0,10
2016-W-C10-NOR-02A-2016,F,32.0,10
2016-W-C10-POL-01A-2016,F,32.0,10
2016-W-C10-POL-02A-2016,F,32.0,10
2016-W-C10-POL-03A-2016,F,32.0,10
2016-W-C10-POR-01A-2016,F,32.0,10
2016-W-C10-POR-02A-2016,F,32.0,10
2016-W-C10-POR-03A-2016,F,32.0,10
2016-W-C10-POR-04A-2016,F,32.0,10
2016-W-C10-POR-05A-2016,F,32.0,10
2016-W-C10-POR-06A-2016,F,32.0,10
2016-W-C10-POR-09A-2016,F,32.0,10
2016-W-C10-ROU-01A-2016,F,32.0,10
2016-W-C10-ROU-02A-2016,F,32.0,10
2016-W-C10-ROU-03A-2016,F,32.0,10
2016-W-C10-ROU-04A-2016,F,32.0,10
2016-W-C10-ROU-05A-2016,F,32.0,10
2016-W-C10-ROU-06A-2016,F,32.0,10
2016-W-C10-ROU-07A-2016,F,32.0,10
2016-W-C10-ROU-08A-2016,F,32.0,10
2016-W-C10-ROU-09A-2016,F,32.0,10
2016-W-C10-ROU-10A-2016,F,32.0,10
2016-W-C10-ROU-11A-2016,F,32.0,10
2016-W-C10-RSA-01A-2016,F,32.0,10
2016-W-C10-RSA-02A-2016,F,32.0,10
2016-W-C10-RSA-03A-2016,F,32.0,10
2016-W-C10-RUS-01A-2016,F,32.0,10
2016-W-C10-RUS-02A-2016,F,32.0,10
2016-W-C10-RUS-03A-2016,F,32.0,10
2016-W-C10-RUS-04A-2016,F,32.0,10
2016-W-C10-SLO-01A-2016,F,32.0,10
2016-W-C10-SLO-02A-2016,F,32.0,10
2016-W-C10-SLO-03A-2016,F,32.0,10
2016-W-C10-SRB-01A-2016,F,32.0,10
2016-W-C10-SRB-02A-2016,F,32.0,10
2016-W-C10-SRB-03A-2016,F,32.0,10
2016-W-C10-SRB-04A-2016,F,32.0,10
2016-W-C10-SRB-05A-2016,F,32.0,10
2016-W-C10-SUI-01A-2016,F,32.0,10
2016-W-C10-SUI-02A-2016,F,32.0,10
2016-W-C10-SVK-01A-2016,F,32.0,10
2016-W-C10-SVK-02A-2016,F,32.0,10
2016-W-C10-SWE-01A-2016,F,32.0,10
2016-W-C10-SWE-02A-2016,F,32.0,10
2016-W-C10-SWE-03A-2016,F,32.0,10
2016-W-C10-SWE-04A-2016,F,32.0,10
2016-W-C10-THA-01A-2016,F,32.0,10
2016-W-C10-THA-02A-2016,F,32.0,10
2016-W-C10-THA-03A-2016,F,32.0,10
2016-W-C10-THA-04A-2016,F,32.0,10
2016-W-C10-THA-05A-2016,F,32.0,10
2016-W-C10-TPE-01A-2016,F,32.0,10
2016-W-C10-TPE-02A-2016,F,32.0,10
2016-W-C10-TUN-01A-2016,F,28.0,10
2016-W-C10-TUN-02A-2016,F,32.0,10
2016-W-C10-TUN-03A-2016,F,32.0,10
2016-W-C10-TUN-04A-2016,F,32.0,10
2016-W-C10-TUN-05A-2016,F,32.0,10
2016-W-C10-TUN-06A-2016,F,32.0,10
2016-W-C10-TUN-07A-2016,F,32.0,10
2016-W-C10-TUN-08A-2016,F,32.0,10
2016-W-C10-TUN-09A-2016,F,32.0,10
2016-W-C10-TUN-10A-2016,F,32.0,10
2016-W-C10-TUN-11A-2016,F,32.0,10
2016-W-C10-TUN-12A-2016,F,32.0,10
2016-W-C10-TUN-13A-2016,F,32.0,10
2016-W-C10-TUN-14A-2016,F,32.0,10
2016-W-C10-TUN-15A-2016,F,32.0,10
2016-W-C10-TUN-16A-2016,F,32.0,10
2016-W-C10-TUN-18A-2016,F,32.0,10
2016-W-C10-TUN-19A-2016,F,32.0,10
2016-W-C10-TUN-20A-2016,F,32.0,10
2016-W-C10-TUN-21A-2016,F,32.0,10
2016-W-C10-TUN-22A-2016,F,32.0,10
2016-W-C10-TUN-23A-2016,F,32.0,10
2016-W-C10-TUN-24A-2016,F,32.0,10
2016-W-C10-TUN-25A-2016,F,32.0,10
2016-W-C10-TUN-26A-2016,F,32.0,10
2016-W-C10-TUN-27A-2016,F,32.0,10
2016-W-C10-TUN-28A-2016,F,32.0,10
2016-W-C10-TUN-29A-2016,F,32.0,10
2016-W-C10-TUN-30A-2016,F,32.0,10
2016-W-C10-TUN-31A-2016,F,32.0,10
2016-W-C10-TUN-32A-2016,F,30.0,10
2016-W-C10-TUN-33A-2016,F,32.0,10
2016-W-C10-TUN-34A-2016,F,32.0,10
2016-W-C10-TUN-35A-2016,F,32.0,10
2016-W-C10-TUR-01A-2016,F,32.0,10
2016-W-C10-TUR-02A-2016,F,32.0,10
2016-W-C10-TUR-03A-2016,F,32.0,10
2016-W-C10-TUR-04A-2016,F,32.0,10
2016-W-C10-TUR-05A-2016,F,32.0,10
2016-W-C10-TUR-06A-2016,F,32.0,10
2016-W-C10-TUR-07A-2016,F,32.0,10
2016-W-C10-TUR-08A-2016,F,32.0,10
2016-W-C10-TUR-09A-2016,F,32.0,10
2016-W-C10-TUR-10A-2016,F,32.0,10
2016-W-C10-TUR-11A-2016,F,32.0,10
2016-W-C10-TUR-12A-2016,F,32.0,10
2016-W-C10-TUR-13A-2016,F,32.0,10
2016-W-C10-TUR-14A-2016,F,32.0,10
2016-W-C10-TUR-15A-2016,F,32.0,10
2016-W-C10-TUR-17A-2016,F,32.0,10
2016-W-C10-TUR-18A-2016,F,32.0,10
2016-W-C10-TUR-20A-2016,F,32.0,10
2016-W-C10-TUR-21A-2016,F,32.0,10
2016-W-C10-TUR-22A-2016,F,32.0,10
2016-W-C10-TUR-23A-2016,F,32.0,10
2016-W-C10-TUR-24A-2016,F,32.0,10
2016-W-C10-TUR-25A-2016,F,32.0,10
2016-W-C10-TUR-26A-2016,F,32.0,10
2016-W-C10-TUR-27A-2016,F,32.0,10
2016-W-C10-TUR-38B-2016,F,32.0,10
2016-W-C10-TUR-39A-2016,F,32.0,10
2016-W-C10-TUR-39B-2016,F,32.0,10
2016-W-C10-TUR-40A-2016,F,32.0,10
2016-W-C10-TUR-41A-2016,F,32.0,10
2016-W-C10-TUR-42A-2016,F,32.0,10
2016-W-C10-TUR-43A-2016,F,32.0,10
2016-W-C10-TUR-44A-2016,F,32.0,10
2016-W-C10-TUR-45A-2016,F,32.0,10
2016-W-C10-TUR-46A-2016,F,32.0,10
2016-W-C10-UKR-01A-2016,F,32.0,10
2016-W-C10-UKR-02A-2016,F,32.0,10
2016-W-C10-USA-01A-2016,F,32.0,10
2016-W-C10-USA-02A-2016,F,32.0,10
2016-W-C10-USA-02B-2016,F,32.0,10
2016-W-C10-USA-03A-2016,F,32.0,10
2016-W-C10-USA-04A-2016,F,32.0,10
2016-W-C10-USA-04B-2016,F,32.0,10
2016-W-C10-USA-05A-2016,F,32.0,10
2016-W-C25-AUS-01A-2016,F,32.0,25
2016-W-C25-AUS-02A-2016,F,32.0,25
2016-W-C25-AUS-03A-2016,F,32.0,25
2016-W-C25-AUS-04A-2016,F,32.0,25
2016-W-C25-AUS-05A-2016,F,32.0,25
2016-W-C25-AUS-06A-2016,F,32.0,25
2016-W-C25-AUS-07A-2016,F,32.0,25
2016-W-C25-AUS-08A-2016,F,32.0,25
2016-W-C25-AUS-09A-2016,F,32.0,25
2016-W-C25-AUS-10A-2016,F,32.0,25
2016-W-C25-BEL-01A-2016,F,32.0,25
2016-W-C25-BEL-02A-2016,F,32.0,25
2016-W-C25-BLR-01A-2016,F,32.0,25
2016-W-C25-BLR-02A-2016,F,32.0,25
2016-W-C25-BLR-03A-2016,F,32.0,25
2016-W-C25-BRA-01A-2016,F,32.0,25
2016-W-C25-BRA-02A-2016,F,32.0,25
2016-W-C25-BRA-03A-2016,F,32.0,25
2016-W-C25-BRA-04A-2016,F,32.0,25
2016-W-C25-BRA-05A-2016,F,32.0,25
2016-W-C25-BRA-06A-2016,F,32.0,25
2016-W-C25-BUL-01A-2016,F,32.0,25
2016-W-C25-BUL-02A-2016,F,32.0,25
2016-W-C25-CAN-01A-2016,F,32.0,25
2016-W-C25-CAN-02A-2016,F,32.0,25
2016-W-C25-CHI-02A-2016,F,32.0,25
2016-W-C25-CHN-01A-2016,F,32.0,25
2016-W-C25-CHN-02A-2016,F,32.0,25
2016-W-C25-CHN-02B-2016,F,32.0,25
2016-W-C25-CHN-03A-2016,F,32.0,25
2016-W-C25-CHN-04A-2016,F,32.0,25
2016-W-C25-CHN-05A-2016,F,32.0,25
2016-W-C25-CZE-01A-2016,F,32.0,25
2016-W-C25-ESP-01A-2016,F,32.0,25
2016-W-C25-FRA-01A-2016,F,32.0,25
2016-W-C25-FRA-01B-2016,F,32.0,25
2016-W-C25-FRA-02A-2016,F,32.0,25
2016-W-C25-FRA-03A-2016,F,32.0,25
2016-W-C25-FRA-04A-2016,F,32.0,25
2016-W-C25-FRA-05A-2016,F,32.0,25
2016-W-C25-GEO-04A-2016,F,32.0,25
2016-W-C25-GER-01A-2016,F,32.0,25
2016-W-C25-GER-02A-2016,F,32.0,25
2016-W-C25-GER-03A-2016,F,32.0,25
2016-W-C25-GER-04A-2016,F,32.0,25
2016-W-C25-GER-05A-2016,F,32.0,25
2016-W-C25-GER-06A-2016,F,32.0,25
2016-W-C25-GER-07A-2016,F,32.0,25
2016-W-C25-GER-08A-2016,F,32.0,25
2016-W-C25-GER-09A-2016,F,32.0,25
2016-W-C25-GER-10A-2016,F,32.0,25
2016-W-C25-HKG-01A-2016,F,32.0,25
2016-W-C25-HUN-01A-2016,F,32.0,25
2016-W-C25-HUN-02A-2016,F,32.0,25
2016-W-C25-HUN-03A-2016,F,32.0,25
2016-W-C25-HUN-04A-2016,F,32.0,25
2016-W-C25-IND-01A-2016,F,32.0,25
2016-W-C25-IND-02A-2016,F,32.0,25
2016-W-C25-IND-03A-2016,F,32.0,25
2016-W-C25-IND-04A-2016,F,32.0,25
2016-W-C25-IND-05A-2016,F,32.0,25
2016-W-C25-ITA-01A-2016,F,32.0,25
2016-W-C25-ITA-02A-2016,F,32.0,25
2016-W-C25-ITA-03A-2016,F,32.0,25
2016-W-C25-ITA-04A-2016,F,32.0,25
2016-W-C25-ITA-05A-2016,F,32.0,25
2016-W-C25-ITA-05B-2016,F,32.0,25
2016-W-C25-ITA-06A-2016,F,32.0,25
2016-W-C25-ITA-07A-2016,F,32.0,25
2016-W-C25-ITA-08A-2016,F,32.0,25
2016-W-C25-ITA-09A-2016,F,32.0,25
2016-W-C25-JPN-01A-2016,F,32.0,25
2016-W-C25-JPN-01B-2016,F,32.0,25
2016-W-C25-JPN-02A-2016,F,32.0,25
2016-W-C25-JPN-02B-2016,F,32.0,25
2016-W-C25-JPN-03A-2016,F,32.0,25
2016-W-C25-JPN-04A-2016,F,32.0,25
2016-W-C25-JPN-05A-2016,F,32.0,25
2016-W-C25-JPN-06A-2016,F,32.0,25
2016-W-C25-JPN-07A-2016,F,32.0,25
2016-W-C25-KAZ-01A-2016,F,32.0,25
2016-W-C25-KAZ-02A-2016,F,31.0,25
2016-W-C25-KOR-01A-2016,F,32.0,25
2016-W-C25-KOR-02A-2016,F,32.0,25
2016-W-C25-KOR-03A-2016,F,32.0,25
2016-W-C25-MEX-01A-2016,F,32.0,25
2016-W-C25-MEX-04A-2016,F,32.0,25
2016-W-C25-MEX-07A-2016,F,32.0,25
2016-W-C25-MNE-01A-2016,F,32.0,25
2016-W-C25-NED-01A-2016,F,32.0,25
2016-W-C25-NGR-01A-2016,F,32.0,25
2016-W-C25-NGR-02A-2016,F,32.0,25
2016-W-C25-POL-01A-2016,F,32.0,25
2016-W-C25-POL-02A-2016,F,32.0,25
2016-W-C25-ROU-01A-2016,F,32.0,25
2016-W-C25-RUS-01A-2016,F,32.0,25
2016-W-C25-RUS-02A-2016,F,32.0,25
2016-W-C25-SUI-01A-2016,F,32.0,25
2016-W-C25-SUI-02A-2016,F,32.0,25
2016-W-C25-SVK-01A-2016,F,32.0,25
2016-W-C25-SWE-01A-2016,F,32.0,25
2016-W-C25-SWE-02A-2016,F,32.0,25
2016-W-C25-THA-01A-2016,F,32.0,25
2016-W-C25-THA-02A-2016,F,32.0,25
2016-W-C25-THA-03A-2016,F,32.0,25
2016-W-C25-TUN-01A-2016,F,32.0,25
2016-W-C25-UKR-01A-2016,F,32.0,25
2016-W-C25-UKR-02A-2016,F,32.0,25
2016-W-C25-USA-01A-2016,F,32.0,25
2016-W-C25-USA-02A-2016,F,32.0,25
2016-W-C25-USA-03A-2016,F,32.0,25
2016-W-C25-USA-04A-2016,F,32.0,25
2016-W-C25-USA-05A-2016,F,32.0,25
2016-W-C25-USA-06A-2016,F,32.0,25
2016-W-C25-USA-07A-2016,F,32.0,25
2016-W-C25-USA-08A-2016,F,32.0,25
2016-W-C25-USA-09A-2016,F,32.0,25
2016-W-C25-USA-10A-2016,F,32.0,25
2016-W-C25-USA-11A-2016,F,32.0,25
2016-W-C25-USA-12A-2016,F,32.0,25
2016-W-C25-USA-13A-2016,F,32.0,25
2016-W-C25-USA-14A-2016,F,32.0,25
2016-W-C25-USA-15A-2016,F,32.0,25
2016-W-C25-USA-18A-2016,F,32.0,25
2016-W-C25-USA-19A-2016,F,32.0,25
2016-W-C25-USA-20A-2016,F,32.0,25
2016-W-C25-UZB-01A-2016,F,32.0,25
2016-W-C25-UZB-02A-2016,F,32.0,25
2016-W-C25-UZB-03A-2016,F,32.0,25
2016-W-C25-UZB-04A-2016,F,32.0,25
2016-W-C50-AUS-01A-2016,F,32.0,50
2016-W-C50-CAN-01A-2016,F,32.0,50
2016-W-C50-CAN-02A-2016,F,32.0,50
2016-W-C50-CAN-03A-2016,F,32.0,50
2016-W-C50-CHN-01A-2016,F,32.0,50
2016-W-C50-CHN-03A-2016,F,32.0,50
2016-W-C50-CHN-04A-2016,F,32.0,50
2016-W-C50-CHN-05A-2016,F,32.0,50
2016-W-C50-CHN-06A-2016,F,32.0,50
2016-W-C50-CHN-07A-2016,F,32.0,50
2016-W-C50-CHN-08A-2016,F,32.0,50
2016-W-C50-CHN-09A-2016,F,32.0,50
2016-W-C50-CZE-01A-2016,F,32.0,50
2016-W-C50-FRA-01A-2016,F,32.0,50
2016-W-C50-FRA-02A-2016,F,32.0,50
2016-W-C50-FRA-03A-2016,F,32.0,50
2016-W-C50-FRA-04A-2016,F,32.0,50
2016-W-C50-FRA-05A-2016,F,32.0,50
2016-W-C50-GBR-01A-2016,F,32.0,50
2016-W-C50-GBR-02A-2016,F,32.0,50
2016-W-C50-GBR-03A-2016,F,32.0,50
2016-W-C50-GER-05A-2016,F,32.0,50
2016-W-C50-GER-06A-2016,F,32.0,50
2016-W-C50-HUN-01A-2016,F,32.0,50
2016-W-C50-HUN-02A-2016,F,32.0,50
2016-W-C50-ITA-01A-2016,F,32.0,50
2016-W-C50-ITA-06A-2016,F,32.0,50
2016-W-C50-JPN-01A-2016,F,32.0,50
2016-W-C50-JPN-02A-2016,F,32.0,50
2016-W-C50-JPN-03A-2016,F,32.0,50
2016-W-C50-MEX-01A-2016,F,32.0,50
2016-W-C50-SUI-01A-2016,F,32.0,50
2016-W-C50-TUN-01A-2016,F,32.0,50
2016-W-C50-TUR-01A-2016,F,32.0,50
2016-W-C50-TUR-03A-2016,F,32.0,50
2016-W-C50-USA-01A-2016,F,32.0,50
2016-W-C50-USA-02A-2016,F,32.0,50
2016-W-C50-USA-03A-2016,F,32.0,50
2016-W-C50-USA-04A-2016,F,32.0,50
2016-W-C50-USA-05A-2016,F,32.0,50
2016-W-C50-USA-06A-2016,F,32.0,50
2016-W-C50-USA-07A-2016,F,32.0,50
2016-W-C50-USA-08A-2016,F,32.0,50
2016-W-C50-USA-09A-2016,F,32.0,50
2016-W-C50-USA-10A-2016,F,32.0,50
2016-W-C50-USA-11A-2016,F,32.0,50
2016-W-C50-USA-12A-2016,F,32.0,50
2016-W-C75-AUS-01A-2016,F,32.0,75
2016-W-C75-CZE-01A-2016,F,32.0,75
2016-W-C75-JPN-01A-2016,F,32.0,75
2016-W-C75-USA-03A-2016,F,32.0,75
2016-W-C75-USA-04A-2016,F,32.0,75
2016-W-WITF-AUS-13A-2016,F,28.0,50
2016-W-WITF-AZE-01A-2016,F,19.0,10
2016-W-WITF-BIH-01A-2016,F,28.0,10
2016-W-WITF-EGY-20A-2016,F,10.0,10
2016-W-WITF-ESP-21A-2016,F,31.0,25
2016-W-WITF-FRA-01A-2016,F,15.0,10
2016-W-WITF-ITA-24A-2016,F,24.0,10
2016-W-WITF-TUR-17A-2016,F,18.0,10
2016-W-WITF-TUR-20A-2016,F,28.0,10
2016-0300,F,32.0,I
2016-0405,F,32.0,I
2016-0406,F,32.0,I
2016-0528,F,32.0,I
2016-0602,F,32.0,P
2016-0656,F,32.0,I
2016-0703,F,32.0,P
2016-0710,F,64.0,P
2016-0718,F,32.0,P
2016-0804,F,64.0,P
2016-0806,F,64.0,P
2016-0825,F,32.0,I
2016-0894,F,32.0,I
2016-1003,F,64.0,P
2016-1005,F,32.0,I
2016-1023,F,32.0,I
2016-1024,F,32.0,I
2016-1027,F,32.0,I
2016-1039,F,32.0,I
2016-1041,F,32.0,I
2016-1048,F,32.0,I
2016-1049,F,32.0,I
2016-1050,F,32.0,I
2016-1051,F,32.0,P
2016-1052,F,32.0,P
2016-1056,F,32.0,P
2016-1063,F,32.0,I
2016-1064,F,32.0,I
2016-1067,F,32.0,I
2016-1068,F,32.0,I
2016-1074,F,32.0,I
2016-1075,F,64.0,I
2016-1076,F,32.0,I
2016-1077,F,32.0,I
2016-1079,F,32.0,I
2016-1080,F,32.0,I
2016-1082,F,32.0,I
2016-1086,F,32.0,P
2016-1087,F,32.0,I
2016-1090,F,32.0,I
2016-1091,F,32.0,I
2016-1094,F,32.0,I
2016-520,F,128.0,G
2016-520,M,128.0,G
2016-540,F,128.0,G
2016-540,M,128.0,G
2016-560,F,128.0,G
2016-560,M,128.0,G
2016-580,F,128.0,G
2016-580,M,128.0,G
2016-M001,F,32.0,P
2016-M001,M,32.0,A
2016-M004,F,32.0,I
2016-M004,M,32.0,A
2016-M006,F,128.0,P
2016-M006,M,128.0,M
2016-M007,F,128.0,P
2016-M007,M,128.0,M
2016-M009,F,64.0,P
2016-M009,M,64.0,M
2016-M010,F,32.0,I
2016-M010,M,32.0,A
2016-M014,F,32.0,P
2016-M014,M,32.0,A
2016-M015,F,64.0,P
2016-M015,M,32.0,A
2016-M020,F,32.0,P
2016-M020,M,32.0,A
2016-M021,F,64.0,P
2016-M021,M,64.0,M
2016-M024,F,64.0,P
2016-M024,M,64.0,M
2016-M035,F,64.0,I
2016-M035,M,64.0,A
2016-M052,F,32.0,I
2016-M052,M,32.0,A
2020-8888,M,24.0,A
2020-0451,M,32.0,A
2020-M056,M,32.0,A
2020-M056,F,32.0,P
2020-0301,M,32.0,A
2020-580,M,128.0,G
2020-580,F,128.0,G
2020-9158,M,32.0,A
2020-0375,M,32.0,A
2020-0891,M,32.0,A
2020-0506,M,32.0,A
2020-0424,M,32.0,A
2020-0407,M,32.0,A
2020-0499,M,32.0,A
2020-0496,M,32.0,A
2020-6932,M,32.0,A
2020-M004,M,32.0,A
2020-M004,F,32.0,I
2020-0495,M,32.0,A
2020-8996,M,32.0,A
2020-M024,M,64.0,M
2020-M024,F,64.0,P
2020-560,M,128.0,G
2020-560,F,128.0,G
2020-0319,M,32.0,A
2020-M009,M,64.0,M
2020-M009,F,64.0,P
2020-0414,M,32.0,A
2020-520,M,128.0,G
2020-520,F,128.0,G
2020-9404,M,32.0,A
2020-9408,M,32.0,A
2020-0568,M,32.0,A
2020-9406,M,32.0,A
2020-9410,M,32.0,A
2020-0337,M,32.0,A
2020-0352,M,64.0,M
2020-7434,M,32.0,A
2020-0605,M,8.0,F
2020-M-DC-2020-QLS-M-ARG-COL-01,M,4.0,D
2020-M-DC-2020-QLS-M-AUS-BRA-01,M,4.0,D
2020-M-DC-2020-QLS-M-AUT-URU-01,M,4.0,D
2020-M-DC-2020-QLS-M-BEL-HUN-01,M,4.0,D
2020-M-DC-2020-QLS-M-CRO-IND-01,M,4.0,D
2020-M-DC-2020-QLS-M-CZE-SVK-01,M,4.0,D
2020-M-DC-2020-QLS-M-GER-BLR-01,M,4.0,D
2020-M-DC-2020-QLS-M-JPN-ECU-01,M,4.0,D
2020-M-DC-2020-QLS-M-KAZ-NED-01,M,4.0,D
2020-M-DC-2020-QLS-M-SWE-CHI-01,M,4.0,D
2020-M-DC-2020-QLS-M-USA-UZB-01,M,4.0,D
2020-M-DC-2020-WG1-PO-BIH-RSA-01,M,4.0,D
2020-M-DC-2020-WG1-PO-BOL-DOM-01,M,4.0,D
2020-M-DC-2020-WG1-PO-LBN-THA-01,M,4.0,D
2020-M-DC-2020-WG1-PO-LTU-POR-01,M,4.0,D
2020-M-DC-2020-WG1-PO-MEX-FIN-01,M,4.0,D
2020-M-DC-2020-WG1-PO-NOR-BAR-01,M,4.0,D
2020-M-DC-2020-WG1-PO-PAK-SLO-01,M,4.0,D
2020-M-DC-2020-WG1-PO-PER-SUI-01,M,4.0,D
2020-M-DC-2020-WG1-PO-TUR-ISR-01,M,4.0,D
2020-M-DC-2020-WG1-PO-UKR-TPE-01,M,4.0,D
2020-M-DC-2020-WG1-PO-VEN-NZL-01,M,4.0,D
2020-M-DC-2020-WG2-PO-CRC-BUL-01,M,4.0,D
2020-M-DC-2020-WG2-PO-DEN-PUR-01,M,4.0,D
2020-M-DC-2020-WG2-PO-ESA-JAM-01,M,4.0,D
2020-M-DC-2020-WG2-PO-GEO-EST-01,M,4.0,D
2020-M-DC-2020-WG2-PO-GUA-TUN-01,M,4.0,D
2020-M-DC-2020-WG2-PO-INA-KEN-01,M,4.0,D
2020-M-DC-2020-WG2-PO-LAT-EGY-01,M,4.0,D
2020-M-DC-2020-WG2-PO-MAR-VIE-01,M,4.0,D
2020-M-DC-2020-WG2-PO-PAR-SRI-01,M,4.0,D
2020-M-DC-2020-WG2-PO-PHI-GRE-01,M,4.0,D
2020-M-DC-2020-WG2-PO-POL-HKG-01,M,4.0,D
2020-M-DC-2020-WG2-PO-SYR-ZIM-01,M,4.0,D
2020-7485,M,32.0,A
2021-0499,M,32.0,A
2021-9426,M,32.0,A
2021-8998,M,64.0,A
2021-9428,M,64.0,A
2021-8888,M,12.0,A
2021-580,M,128.0,G
2021-580,F,128.0,G
2021-9158,M,32.0,A
2021-9460,M,32.0,A
2021-0375,M,32.0,A
2021-0506,M,32.0,A
2021-0407,M,32.0,A
2021-0451,M,32.0,A
2021-8996,M,32.0,A
2021-0496,M,32.0,A
2021-0807,M,32.0,A
2021-0495,M,64.0,A
2021-0403,M,128.0,M
2021-9481,M,32.0,A
2021-9462,M,32.0,A
2021-0410,M,64.0,M
2021-0425,M,64.0,A
2021-5053,M,32.0,A
2021-7290,M,32.0,A
2021-0308,M,32.0,A
2021-1536,M,64.0,M
2021-0416,M,64.0,M
2021-0322,M,32.0,A
2021-7694,M,32.0,A
2021-9512,M,32.0,A
2021-9510,M,32.0,A
2021-520,M,128.0,G
2021-520,F,128.0,G
2021-0321,M,32.0,A
2021-0500,M,32.0,A
2021-0311,M,32.0,A
2021-0741,M,32.0,A
2021-8994,M,32.0,A
2021-540,M,128.0,G
2021-540,F,128.0,G
2021-0316,M,32.0,A
2021-0414,M,32.0,A
2021-0315,M,32.0,A
2021-0314,M,32.0,A
2021-7480,M,32.0,A
2021-0439,M,32.0,A
2021-6116,M,32.0,A
2021-0319,M,32.0,A
2021-0096,M,64.0,A
2021-0418,M,64.0,A
2021-0421,M,64.0,M
2021-0422,M,64.0,M
2021-6242,M,64.0,A
2016-0083,M,32.0,C
2016-0091,M,32.0,C
2016-0213,M,32.0,C
2016-0221,M,32.0,C
2016-0228,M,32.0,C
2016-0252,M,32.0,C
2016-0301,M,32.0,A
2016-0308,M,32.0,A
2016-0311,M,32.0,A
2016-0314,M,32.0,A
2016-0315,M,32.0,A
2016-0316,M,32.0,A
2016-0319,M,32.0,A
2016-0321,M,32.0,A
2016-0322,M,32.0,A
2016-0328,M,32.0,A
2016-0329,M,32.0,A
2016-0337,M,32.0,A
2016-0341,M,32.0,A
2016-0352,M,64.0,M
2016-0360,M,32.0,A
2016-0363,M,32.0,C
2016-0375,M,32.0,A
2016-0396,M,32.0,C
2016-0398,M,32.0,C
2016-0402,M,32.0,A
2016-0407,M,32.0,A
2016-0410,M,64.0,M
2016-0414,M,32.0,A
2016-0421,M,64.0,M
2016-0425,M,64.0,A
2016-0429,M,32.0,A
2016-0439,M,32.0,A
2016-0444,M,32.0,C
2016-0447,M,32.0,C
2016-0448,M,32.0,C
2016-0451,M,32.0,A
2016-0460,M,32.0,C
2016-0467,M,32.0,C
2016-0495,M,32.0,A
2016-0496,M,32.0,A
2016-0499,M,32.0,A
2016-0500,M,32.0,A
2016-0506,M,32.0,A
2016-0526,M,32.0,C
2016-0533,M,32.0,A
2016-0544,M,32.0,C
2016-0558,M,32.0,C
2016-0568,M,32.0,A
2016-0600,M,32.0,C
2016-0603,M,32.0,C
2016-0637,M,32.0,C
2016-0670,M,32.0,C
2016-0686,M,32.0,C
2016-0692,M,32.0,C
2016-0695,M,32.0,C
2016-0717,M,32.0,A
2016-0741,M,64.0,A
2016-0773,M,32.0,A
2016-0783,M,32.0,C
2016-0784,M,32.0,C
2016-0786,M,32.0,C
2016-0854,M,32.0,C
2016-0877,M,32.0,C
2016-0891,M,32.0,A
2016-1539,M,32.0,C
2016-1607,M,32.0,C
2016-1741,M,32.0,C
2016-1743,M,32.0,C
2016-1763,M,32.0,C
2016-1768,M,32.0,C
2016-1796,M,32.0,C
2016-1797,M,32.0,C
