fullname,hand,ioc,ht,sex
Karina Miller,R,USA,,F
Anna Riedmiller,U,USA,,F
Mariia Kostiuk,U,UKR,,F
Carmen Roxana Manu,R,ROU,,F
Fiona Crawley,U,USA,,F
Kendra Bunch,L,USA,,F
Calissa Dellabarca,U,USA,,F
Kaheaokaleonahenahemaikalani Companion,R,USA,,F
Ella Faessler,U,USA,,F
Zaina Nait Omar,R,USA,,F
Carly Briggs,U,USA,,F
Lara Schneider,U,USA,,F
Elizabeth Stevens,U,USA,,F
Mirabelle Brettkelly,U,USA,,F
Martha Matoula,R,GRE,,F
Brooke Killingsworth,U,USA,,F
Kailey Evans,U,USA,,F
Lillian Gabrielsen,U,NOR,,F
Ema Turudija,U,SRB,,F
Skyler Marie Grace Grishuk,U,USA,,F
Midori Castillo Meza,U,USA,,F
Bridget Stammel,U,USA,,F
Enya Ratkic,U,USA,,F
Hadley Doyle,U,USA,,F
Liga Dekmeijere,R,LAT,,F
Cydnee Wilkinson,U,USA,,F
Brooke Thompson,U,USA,,F
Valentina Shleyn,U,UZB,,F
Muslima Akhunova,U,UZB,,F
Shakhnoza Khatamova,U,UZB,,F
Sofia Cristina Taborga Rollano,U,BOL,,F
Masha Alexandra Vrsalovic Gimenez,U,BOL,,F
Maria Olivia Castedo,U,BOL,,F
Mariajose Hernandez Coronado,U,GUA,,F
Christian Sigsgaard,R,DEN,,M
Benjamin Hannestad,R,DEN,,M
Miguel Angel Este,U,VEN,,M
Sebastian Arcila,,PUR,,M
Ignacio Garcia,,PUR,,M
Harshana Godamanna,L,SRI,,M
Mohd Assri Merzuki,R,MAS,,M
Liang Chi Huang,R,TPE,,M
Thien Nguyen Hoang,R,VIE,,M
Jarkko Nieminen,L,FIN,185,M
Rohan Bopanna,R,IND,190,M
Marc Lopez,R,ESP,175,M
Ayed Zatar,R,PAR,,M
Bruno Britez,,PAR,,M
Rodrigo Banzer,R,BOL,,M
George Tsivadze,U,GEO,,M
Mohammad Ghareeb,R,KUW,,M
Antso Rakotondramanga,U,MAD,,M
Jean Jacques Rakotohasy,,MAD,,M
Thomas Oger,U,MON,,M
Simen Sunde Bratholm,R,NOR,,M
Hamid Reza Nadaf,R,IRI,,M
Shahin Khaledan,R,IRI,,M
Karan Rastogi,R,IND,178,M
August Holmgren,R,DEN,,M
Haydn Lewis,L,BAR,,M
Lucia Peyre,U,ARG,,F
Angeles Maria Cueto,U,ARG,,F
Lourdes Ayala,U,ARG,,F
Carolina Coletti,U,ARG,,F
Martina Belen Roldan Santander,U,ARG,,F
Luana Plaza Araujo,U,BRA,,F
Valentina Urraco,U,ARG,,F
Luisina Giovannini,U,ARG,,F
Tania Sfilio,U,ARG,,F
Sofia Vivas,U,ARG,,F
Martina Marusinova,U,SVK,,F
Mavie Osterreicher,U,AUT,,F
Sara Suchankova,U,SVK,,F
Barbara Dessolis,R,ITA,,F
Anet Angelika Koskel,U,EST,,F
Adele Burato,U,ITA,,F
Laura Pasterk,U,AUT,,F
Nikol Palecek,U,SRB,,F
Mia Mack,U,GER,,F
Arianna Zucchini,R,ITA,,F
Lara Pfeifer,U,ITA,,F
Elena Karner,U,AUT,,F
Nadja Ramskogler,U,AUT,,F
Sophie Greiner,U,GER,,F
Nina Radovanovic,U,FRA,,F
Berta Bonardi,U,ARG,,F
Chloe Noel,U,FRA,,F
Eloise De Mooij,U,NED,,F
Flavie Brugnone,R,FRA,,F
Cecilie Wiche,U,DEN,,F
Maria Jose Zehnder,U,ARG,,F
Laura Boehner,U,GER,,F
Cosima Trinity Calinescu,U,FRA,,F
Cristine Tchanichev,U,BEL,,F
Klara Veldman,U,NED,,F
Annika Barth,U,NED,,F
Gigi Sy A Foek,U,NED,,F
Alyssa Reguer,U,FRA,,F
Daliyah Hammoud,U,FIN,,F
Izabelle Persson,U,SWE,,F
Mathilde Lollia,U,FRA,,F
Annemarie Lazar,U,DEU,,F
Florence Fohnen,U,BEL,,F
Chiara Tomasetti,U,DEU,,F
Anika Jaskova,R,SVK,,F
Yvonna Zuffova,U,SVK,,F
Jelena Ristic,U,AUT,,F
Mia Ristic,U,SRB,,F
Bianca Elena Barbulescu,U,ROU,,F
Senka Deletic,R,SRB,,F
Marie Svozilova,U,CZE,,F
Amila Jusufbegovic,U,BIH,,F
Andreea Alexandra Lila,U,ROU,,F
Anastasiya Kuparev,U,GER,,F
Andjela Lopicic,U,SRB,,F
Fatma Idrizovic,U,SRB,,F
Petra Marcinko,U,CRO,,F
Tara Wurth,U,CRO,,F
Natalia Szabanin,L,HUN,,F
Xenia Lipiec,U,POL,,F
Sophie Luescher,U,SUI,,F
Ema Bubalo,U,CRO,,F
Anaelle Leclercq,U,FRA,,F
Lucia Pinkova,U,SVK,,F
Lucija Ciric Bagaric,U,CRO,,F
Nelly Knezkova,U,CZE,,F
Jana Vanik,U,GER,,F
Martina Husarova,U,SVK,,F
Adela Moravcova,U,CZE,,F
Denise Hrdinkova,U,CZE,,F
Sara Bejlek,U,CZE,,F
Dominika Salkova,U,CZE,,F
Julie Struplova,U,CZE,,F
Linda Klimovicova,U,CZE,,F
Nina Vargova,U,SVK,,F
Barbora Palicova,R,CZE,,F
Sujeong Jang,U,KOR,,F
Anastasiya Konstantinovna Soboleva,U,UKR,,F
Mia Chudejova,U,SVK,,F
Maria Bondarenko,R,RUS,,F
Johanne Christine Svendsen,U,DEN,,F
Dimitra Tsatsa,U,GER,,F
Vanda Vargova,U,SVK,,F
Vanessa Ersoz,R,SWE,,F
Sarafina Olivia Hansen,U,DEN,,F
Penelope Abreu,U,DOM,,F
Maria Castano,U,ESP,,F
Ana Julissa De Mata,U,DOM,,F
Isabella Pita,U,ECU,,F
Elena Grekul,U,UKR,,F
Hana Mortagy,R,EGY,,F
Malak Naim,U,EGY,,F
Briana Szabo,U,ROU,,F
Nouray Metwally,U,EGY,,F
Maria Del Mar Gabriela Sanchez Ramirez,U,MEX,,F
Mariam Samy,U,EGY,,F
Renad Ayman Maamoun,U,EGY,,F
Kenzy Sherif Elhamrawy,U,EGY,,F
Shahd Habib,U,EGY,,F
Aya El Aouni,U,MAR,,F
Hams Metwali,U,EGY,,F
Mariam Hatem Ibrahim,R,EGY,,F
Jana Elgebily,U,EGY,,F
Mai Elkamash,U,EGY,,F
Anna Borovinskaya,U,USA,,F
Viola Turini,U,ITA,,F
Farah Haitham Kassem,U,EGY,,F
Smriti Bhasin,U,IND,,F
Chantal Kamel,U,EGY,,F
Nour Hassan Moustafa,U,EGY,,F
Layla Shoukry,U,EGY,,F
Oriana Parkins Godwin,U,GBR,,F
Naroa Aranzabal,U,ESP,,F
Ela Platenikova,U,SVK,,F
Lina Sarhan,U,EGY,,F
Lina Boylan,U,USA,,F
Erika Weil,U,HUN,,F
Lama Nabil,U,EGY,,F
Jana Abdelaziz,U,EGY,,F
Sofia Costoulas,U,BEL,,F
Jasmine Conway,U,GBR,,F
Dasha Plekhanova,U,CAN,,F
Amelia Bissett,U,GBR,,F
Aleksandra Melnikova,U,RUS,,F
Sabine Rutlauka,U,LAT,,F
Sara Donnini,U,ITA,,F
Maria Mikhailova,U,RUS,,F
Saki Imamura,R,JPN,,F
Jenna Defalco,U,USA,,F
Elsa Wan,U,MAS,,F
Lea Magun,U,SUI,,F
Alina Nesmianovych,U,UKR,,F
Mariya Dolzhenko,U,UKR,,F
Emma Vanderheyden,U,BEL,,F
Leyre Romero Gormaz,U,ESP,,F
Patricie Kubikova,U,CZE,,F
Matilde Magrini,U,ITA,,F
Caroline Fawzy,U,EGY,,F
Anastasiya Zholdakova,U,UKR,,F
Leena Metwally,U,EGY,,F
Habiba Elgerby,U,EGY,,F
Karolina Novakova,U,CZE,,F
Ines Faltinger,U,AUT,,F
Hania Abouelsaad,U,EGY,,F
Alexandra Melnikova,U,CZE,,F
Yvette Schmucker,U,GER,,F
Mariam Karadzhaeva,U,RUS,,F
Rachel Zipfel,U,GER,,F
Anastasija Radojevic,U,SRB,,F
Clervie Ngounoue,U,USA,,F
Mariam Mahmoud,U,EGY,,F
Jermine Sherif,U,EGY,,F
Chiara Fornasieri,U,ITA,,F
Malak Arafat,U,EGY,,F
Yusra Hegy,U,EGY,,F
Kenzy Ramy,R,EGY,,F
Jana Elagamy,U,EGY,,F
Dana Mousa,U,EGY,,F
Rawan Abdelaziz,U,EGY,,F
Login Khairy,U,EGY,,F
Victoria Jimenez Kasintseva,U,AND,,F
Karola Suviste,U,EST,,F
Berta Miret Avante,U,ESP,,F
Ines Costa,U,ESP,,F
Jillian Louise Roa,U,USA,,F
Helena Mohamed,U,FRA,,F
Sarah Iliev,U,FRA,,F
Margaux Komano,U,FRA,,F
Joanna Tomera,U,FRA,,F
Noemi Basiletti,U,ITA,,F
Raquel Caballero Chica,U,ESP,,F
Gloria Alogo Piqueras,U,ESP,,F
Lojan Shaker,U,GBR,,F
Lucia Llinares Domingo,R,ESP,,F
Irene Fuster Hidalgo,U,ESP,,F
Cristina Diaz Adrover,U,ESP,,F
Anna Paradisi,U,ITA,,F
Maria Garcia Cid,U,ESP,,F
Anna Wise,U,RSA,,F
Maria Dolores Lopez Martinez,U,ESP,,F
Carmen Lopez Martinez,U,ESP,,F
Nataly Miroslavova Ninova,U,ESP,,F
Maria Dzemeshkevich,U,RUS,,F
Judith Hernandez Miranda,U,ESP,,F
Angelina Wirges,U,GER,,F
Laura Garcia Astudillo,U,ESP,,F
Shanice Roignot,U,FRA,,F
Carolin Raschdorf,U,GER,,F
Eun Ji Lee,U,KOR,,F
Sopiko Tsitskishvili,U,GEO,,F
Amanda Montes Khaghani,U,ESP,,F
Judith Perello Saavedra,U,ESP,,F
Andrea Burguete Beltran,U,ESP,,F
Maria Martinez Vaquero,U,ESP,,F
Vitoria Solis Urdiales,U,ESP,,F
Elizabeth Jurna,U,EST,,F
Noelia Zeballos Melgar,U,BOL,,F
Ana Martinez Vaquero,U,ESP,,F
Rinon Okuwaki,U,JPN,,F
Maialen Morante Oyague,U,ESP,,F
Ariadna Briones Ginesta,U,ESP,,F
Laia Giralt,U,ESP,,F
Maria Andrienko,U,RUS,,F
Anna Sofia Haseth,R,NOR,,F
Claudia De Las Heras Armenteras,U,ESP,,F
Jordina Cegarra Ramirez,U,ESP,,F
Marina De Diego Quinones,U,ESP,,F
Lucia Conde Zalona,U,ESP,,F
Lucia Krivosudska,U,SVK,,F
Ksenia San Luis Kravtseva,U,ESP,,F
Maria Fernanda Navarro,U,MEX,,F
Erica Oosterhout,U,USA,,F
Tamara Kostic,U,AUT,,F
Claudia Martinez De Velasco,U,ESP,,F
Alicia Melosch,U,GER,,F
Lola Diaz Gonzalez,U,ESP,,F
Aglaya Zaynieva,U,RUS,,F
Lucia Martinez Gomez,U,ESP,,F
Julieta Honrubia Andrino,U,ESP,,F
Heta Nuutinen,U,FIN,,F
Serena Hatakka,U,FIN,,F
Marissa Minetti,U,FIN,,F
Paula Susanna Joukanen,U,FIN,,F
Valeriia Krokhotina,U,RUS,,F
Clarissa Blomqvist,U,FIN,,F
Daria Shalamanova,U,BUL,,F
Helene Kereselidze,U,FRA,,F
Esther Bataille,U,FRA,,F
Thessy Ntondele Zinga,U,FRA,,F
Jade Marie,U,FRA,,F
Zoe Billon,U,FRA,,F
Constance Levivier,U,FRA,,F
Caroline Vernet,U,FRA,,F
Astrid Cirotte,U,FRA,,F
Greta Schieroni,U,ITA,,F
Lola Marandel,U,FRA,,F
Rebecca Amerio,U,ITA,,F
Tara Zoppas,U,FRA,,F
Noemie Oliveras,U,FRA,,F
Clarisse Aussert,U,FRA,,F
Hanna Bougouffa,U,FRA,,F
Tiantsoa Sarah Rakotomanga Rajaonah,U,FRA,,F
Maria Sholokhova,U,RUS,,F
Kristine Nanava,U,GEO,,F
Alina Trynkina,U,RUS,,F
Elizaveta Morozova,U,RUS,,F
Lizi Dolidze,U,GEO,,F
Anamaria Kurtsikashvili,U,GEO,,F
Nicole Rivkin,U,GER,,F
Ella Seidel,U,GER,,F
Mara Guth,R,GER,,F
Carolina Kuhl,U,GER,,F
Paula Rumpf,U,DEU,,F
Gina Marie Dittmann,U,GER,,F
Michaela Laki,U,GRE,,F
Alexis Blokhina,L,USA,,F
Ellie Logotheti,U,GRE,,F
Chara Meidani,U,GRE,,F
Emma Slavikova,U,CZE,,F
Annali Olivelle,U,GBR,,F
Silvia Martinez Jimenez,U,ESP,,F
Dunya Charalampopoulos,U,NLD,,F
Marija Semenistaja,U,LAT,,F
Tanit Lopez Lopez,U,ESP,,F
Dimitra Pavlou,R,GRE,,F
Emira Stafford,U,USA,,F
Rafaela Platsiota,U,GRE,,F
Anna Novratidou,U,GRE,,F
Camilia Samel Druz,U,FRA,,F
Kyriaki Mitsou,R,GRE,,F
Chloe Cirotte,U,FRA,,F
Magdalini Adaloglou,U,GRE,,F
Soumeya Anane,U,GBR,,F
Rachelle Starreveld,U,NED,,F
Farhat Aleen Qamar,U,IND,,F
Bela Tamhankar,U,IND,,F
Prapti Soni,U,IND,,F
Ayushi Singh,U,IND,,F
Priyanshi Bhandari,U,IND,,F
Sanya Yadav,U,IND,,F
Akanksha Dileep Nitture,R,IND,,F
Jigyasa Narsinghani,U,IND,,F
Anaam Almas,U,IND,,F
Aayushi Tanwar,U,IND,,F
Kashish Bhatia,U,IND,,F
Sonashe Bhatnagar,R,IND,,F
Ariana Dharmadhikari,U,IND,,F
Radhika Yadav,U,IND,,F
Himadri Kashyap,U,IND,,F
Renne Singla,U,IND,,F
Sudipta Kumar,U,IND,,F
Tejasvi Kate,U,IND,,F
Vanshita Pathania,R,IND,,F
Rutuja Chaphalkar,U,USA,,F
Yashika Venu,U,IND,,F
Ananya Yadav,U,IND,,F
Lorin Tilipman,U,ISR,,F
May Baranes,U,ISR,,F
Aya Bychenko,U,ISR,,F
Hanna Vinahradava,U,BLR,,F
Shay Fadlon,U,ISR,,F
Alian Zack,U,ISR,,F
Karin Altori,U,ISR,,F
Yara Abed,R,ISR,,F
Chen Ezra,U,ISR,,F
Oluchukwu Jennifer Nkili,U,NGA,,F
Zlata Yankovskaya,U,RUS,,F
Ginevra Parentini Vallega Montebruno,U,ITA,,F
Weronika Baszak,R,POL,,F
Noa Major,U,ISR,,F
Maya Betzalel,U,ISR,,F
Liam Oved,U,ISR,,F
Emmy Yaron,U,ISR,,F
Shira Chiche,U,ISR,,F
Georgia Pedone,U,ITA,,F
Milena Jevtovic,U,ITA,,F
Denise Valente,U,ITA,,F
Camilla Gennaro,U,ITA,,F
Elisa Cesarina Vincenti,U,ITA,,F
Aruzhan Sagandikova,U,KAZ,,F
Ademi Amankeldi,U,KAZ,,F
Karina Rizvanova,U,KAZ,,F
Aiya Nupbay,U,KAZ,,F
Erkezhan Arystanbekova,U,KAZ,,F
Tamara Cherkassova,U,KAZ,,F
Alexandra Azarko,U,BLR,,F
Evialina Laskevich,U,BLR,,F
Adel Malgonusova,U,KAZ,,F
Dana Baidaulet,U,KAZ,,F
Asylzhan Arystanbekova,U,KAZ,,F
Janel Ospanova,U,KAZ,,F
Yuliya Klimova,U,KAZ,,F
Alisa Baranovska,U,UKR,,F
Sophia Natalya Baranov,U,USA,,F
Sandugash Kenzhibayeva,U,KAZ,,F
Amina Salibayeva,U,USA,,F
Adel Ismagylova,U,KAZ,,F
Maryia Savitskaya,U,BLR,,F
Anastasiya Apalikhina,U,RUS,,F
Daria Zelinskaya,U,RUS,,F
Klaudija Bubelyte,U,LTU,,F
Ekaterina Bychkova,R,RUS,171,F
Irina Kuzmina,R,LAT,,F
Patricija Paukstyte,U,LTU,,F
Akvile Parazinskaite,U,LTU,,F
Alisa Yakimakho,U,BLR,,F
Tia Kaukenas,U,LTU,,F
Emilija Tverijonaite,U,LTU,,F
Dilara Okur,U,NED,,F
Daria Gorska,U,POL,,F
Dariia Monakhova,U,RUS,,F
Wiktoria Rutkowska,U,POL,,F
Alicja Formella,U,POL,,F
Debora Madile,U,PUR,,F
Mafalda Guedes,L,POR,,F
Milla Sequeira,U,SUI,,F
Maria Aldea Wesselly,U,ROU,,F
Rita Colyer,U,CAN,,F
Sana Garakani,U,IRI,,F
Joana Baptista,U,POR,,F
Edda Mamedova,U,RUS,,F
Polina Pavlova,U,RUS,,F
Kira Pavlova,U,RUS,,F
Anna Zyryanova,U,RUS,,F
Yaroslava Bartashevich,U,RUS,,F
Tajda Zalokar,U,SLO,,F
Meta Marenk,U,SLO,,F
Sara Erenda,U,AUT,,F
Hana Becirovic Novak,U,SLO,,F
Lea Erenda,U,AUT,,F
Mia Kupres,R,CAN,,F
Andrea Obradovic,U,SRB,,F
Nevena Kolarevic,U,SRB,,F
Natalija Senic,U,SRB,,F
Ana Prso,U,AUS,,F
Victoria Mboko,U,CAN,,F
Anastasija Arsic,U,SRB,,F
Mija Ljubic,R,SRB,,F
Celine Naef,U,SUI,,F
Salma Drugdova,U,SVK,,F
Irina Balus,U,SVK,,F
Nikola Daubnerova,U,SVK,,F
Natalia Slaba,U,SVK,,F
Amarissa Kiara Toth,U,HUN,,F
Tilwith Di Girolami,R,BEL,,F
Zdena Safarova,U,CZE,,F
Amira Bargaoui,U,TUN,,F
Ghalia Guizani,U,TUN,,F
Amelie Van Impe,R,BEL,,F
Amel Sammari,R,TUN,,F
Alexandra Yepifanova,U,USA,,F
Lina Hachem,U,TUN,,F
Amal Gati,U,TUN,,F
Linda Ajimi,U,TUN,,F
Wiem Boubaker,U,TUN,,F
Julie Sappl,U,SUI,,F
Tara Gancev,U,SRB,,F
Arianna Nepomuceno,U,SUI,,F
Renee Van Bommel,U,NED,,F
Polina Iatcenko,U,RUS,,F
Souhila Aouni,U,FRA,,F
Michelle Dzjachangirova,U,NED,,F
Lola Radivojevic,U,SRB,,F
Veronika Kulhava,U,CZE,,F
Ines Bekrar,U,ALG,,F
Linda Salvi,U,ITA,,F
Yasmine Kabbaj,U,MAR,,F
Liz Badde,U,LUX,,F
Susanna Giovanardi,U,ITA,,F
Ela Nala Milic,U,SLO,,F
Emilija Pranyte,U,LTU,,F
Natsuho Arakawa,L,JPN,,F
Evelina Takhmazyan,U,RUS,,F
Anna Ulyashchenko,U,USA,,F
Samantha Imbo Nloga,U,USA,,F
Sarah Lisa Aubertin,U,TUN,,F
Nadine Abid,U,TUN,,F
Sara Akid,U,MAR,,F
Alejandra Gutierrez,U,COL,,F
Laure Razet,U,FRA,,F
Marie Weckerle,U,LUX,,F
Giulia Sartori,U,ITA,,F
Hwiwon Wi,U,KOR,,F
Shelby Prince,U,USA,,F
Hiba Heni,U,TUN,,F
Isabella Lynch,U,GBR,,F
Sofia Da Cruz Mendonca,U,BRA,,F
Gio Jang,U,KOR,,F
Melissa Boyden,R,NED,,F
Chahd Berriri,U,TUN,,F
Aleksandra Wierzbowska,U,POL,,F
Mao Mushika,U,JPN,,F
Helena Ramos Rocha E Silva,U,BRA,,F
Carolina Piferi,U,ITA,,F
Nefeli Zafeiri,U,GRE,,F
Christine Gouws,U,RSA,,F
Paris Corley,U,USA,,F
Valerie Quiceno Ibarguen,U,COL,,F
Constance Branstine,R,USA,,F
Tayla Wilmot,U,RSA,,F
Hibah Shaikh,U,USA,,F
Ireni Lucia,U,ITA,,F
Lexington Reed,U,USA,,F
Elena Micic,U,AUS,,F
Marianna Argyrokastriti,U,GRC,,F
Elizaveta Gavrilova,U,RUS,,F
Aaliyah Hohmann,U,DEU,,F
Khrystyna Vozniak,R,UKR,,F
Vineetha Mummadi,U,IND,,F
Selya Rakki,U,FRA,,F
Beatrice Laura Pirtac,U,IRL,,F
Sophia Desiree Piech,U,AUT,,F
Elina Zakharova,U,RUS,,F
Roua Limem,U,TUN,,F
Julia Traub,U,GER,,F
Aglaya Fedorova,U,RUS,,F
Anastasia Stepina,U,RUS,,F
Emma Kette,U,GER,,F
Lina Soussi,U,TUN,,F
Beyda Baykal,R,TUR,,F
Lara Eroglu,U,TUR,,F
Duru Soke,U,TUR,,F
Semra Aksu,U,TUR,,F
Miray Konar,U,TUR,,F
Pelin Colak,U,TUR,,F
Laura Vasilescu,U,CAN,,F
Lidiia Rasskovskaia,U,RUS,,F
Masa Viriant,U,SLO,,F
Zeynep Su Yavuz,U,TUR,,F
Natalia Fehr,U,SUI,,F
Anastasiya Feklistova,U,RUS,,F
Marketa Panackova,R,CZE,,F
Ottavia Massetti,U,ITA,,F
Maelie Monfils,U,FRA,,F
Iva Divac,U,SRB,,F
Ralitsa Alexandrova,U,BUL,,F
Leire De Ezcurra,U,FRA,,F
Dora Olgungul,U,TUR,,F
Mihrisah Yapici,U,TUR,,F
Victoria Lazarova,U,BUL,,F
Eva Maria Riml,U,AUT,,F
Melodie Collard,R,CAN,,F
Zeynep Erbakan,U,TUR,,F
Iroda Makhamatjonova,U,UZB,,F
Eda Arli,U,TUR,,F
Vanja Gudelj,U,NED,,F
Meritxell Boix Molla,R,ESP,,F
Izabela Heinzova,U,CZE,,F
Defne Erbakan,U,TUR,,F
Zeynep Ilker,U,TUR,,F
Rozalie Dohnalova,R,CZE,,F
Lika Peresypkina,U,UKR,,F
Alessia Camerano,U,ITA,,F
Jacqueline Soloveychik,U,USA,,F
Sara Mikaca,U,BIH,,F
Zineb El Ouazzani,U,MAR,,F
Elysia Wan,U,MAS,,F
Seven Oral,U,TUR,,F
Beyza Yaniklar,U,TUR,,F
Meryem Alexandra Guener,U,GER,,F
Iman Khan,U,GBR,,F
Coco Bosman,U,NED,,F
Viktoria Kurz,R,AUT,,F
Sem Hazes,U,NED,,F
Kim Michaela Zahraj,U,GER,,F
Martina Gledacheva,U,BUL,,F
Emily Castillo,U,GER,,F
Virginia Ferrara,U,ITA,,F
Rocio Martinez Azcarraga,U,ESP,,F
Cora Stefanie Barber,U,GER,,F
Krystyna Pochtovyk,U,UKR,,F
Anastasia Uspenskaia,U,RUS,,F
Claudia Sanchez Quesada,U,ESP,,F
Elif Tuana Gunal,U,TUR,,F
Alara Ayaz,U,TUR,,F
Elif Albayrak,U,TUR,,F
Aliesia Reva,U,UKR,,F
Valeryia Vasilyeva,U,BLR,,F
Darya Volkova,U,UKR,,F
Mariia Nikitash,U,UKR,,F
Victoria Chramcova,U,SVK,,F
Anastasiya Lopata,U,UKR,,F
Yelyzaveta Kotliar,U,UKR,,F
Alena Bairasheuskaya,U,BLR,,F
Daria Diatlova,U,UKR,,F
Lavinia Tanasie,U,ROU,,F
Sofiia Paladi,U,UKR,,F
Vasilisa Belonog,U,RUS,,F
Divine Dasam Nweke,U,DEN,,F
Sofiia Mykhailets,U,UKR,,F
Palina Saulevich,U,BLR,,F
Sarah Hamner,U,USA,,F
Madison Sieg,R,USA,,F
Brooklyn Olson,U,USA,,F
Mckenna Schaefbauer,U,USA,,F
Abigail Forbes,U,USA,,F
Qavia Lopez,U,USA,,F
Grace Schumacher,U,AUS,,F
Ellen Shanahan,U,AUS,,F
Andrea Dikosavljevic,R,AUS,,F
Lauren Nikoloski,U,AUS,,F
Kiana Mokhtari,R,GBR,,F
Ella Nurkic,U,AUS,,F
Mia Repac,U,AUS,,F
Shanelle Iaconi,U,AUS,,F
Jessie Culley,U,AUS,,F
Lara Tovich,U,AUS,,F
Lily Fairclough,U,AUS,,F
Taylah Preston,U,AUS,,F
Luna Jokanovic,U,AUS,,F
Rhea Makesar,U,AUS,,F
Madison Schwarz,U,AUS,,F
Elana Nasr,U,AUS,,F
Cydney Crumbie,U,AUS,,F
Natalie Barbir,R,AUS,,F
Kelsey Lewis,U,AUS,,F
Paola Ueno Dalmonico,U,BRA,,F
Thamyrys Nicolle Costa Araujo,U,BRA,,F
Katerina Dimitrova,U,BUL,,F
Engy Abouelseoud,U,EGY,,F
Stefania Pantaia,U,ROU,,F
Dominika Talpova,U,CZE,,F
Kenzy Abdelaal,U,EGY,,F
Roaa Elatrebi,U,EGY,,F
Zoi Meers,U,BEL,,F
Melody Hefti,U,SUI,,F
Dalia Sherif,U,EGY,,F
Amelie Claire Montalvo Lundy,U,MEX,,F
Tina Vlajic,R,SWE,,F
Diana Shnaider,L,RUS,,F
Violeta Martinez,U,USA,,F
Cristina Pescucci,U,ITA,,F
Athina Pitta,U,GRE,,F
Klara Sameliak,U,SVK,,F
Cyan Sun,U,AUS,,F
Sara Dols,U,ESP,,F
Andrea Redondo Gutierrez,U,ESP,,F
Isabella Barrera Aguirre,U,USA,,F
Freia Lawrence,R,GBR,,F
Paola Moreno Bautista,U,ESP,,F
Milan Krish,U,AUS,,F
Simona Karlsson Hantzis,U,ESP,,F
Celine Simunyu,U,IRL,,F
Raquel Gonzalez Vilar,U,ESP,,F
Maria Berlanga Bandera,U,ESP,,F
Nikita Liebkind,U,FIN,,F
Carmen Juan Bru,U,ESP,,F
Jana Rovira Alier,U,ESP,,F
Jordina Font,U,ESP,,F
Emily De Oliveira,U,USA,,F
Paula Sanchez Rodriguez,U,ESP,,F
Tabatha Suarez,U,ESP,,F
Hannah Rylatt,U,GBR,,F
Paula Rodriguez Gregoris,U,ESP,,F
Clarine Lerby,U,NED,,F
Hannah Read,U,GBR,,F
Lidia Gonzalez,U,ESP,,F
Lara Marco Mas,U,ESP,,F
Elisabeth Iila,U,EST,,F
Marion Deloziere,U,FRA,,F
Maja Issler,U,GER,,F
Marisa Schmidt,U,GER,,F
Helena Spiridis,U,AUS,,F
Odile Maesfranckx,U,BEL,,F
Zaneta Malinovic,R,BIH,,F
Anca Alexia Todoni,U,ROU,,F
Emma Penne,U,ITA,,F
Marina Davtyan,R,ARM,,F
Melissa Landres,R,GUD,,F
Rashi Malviya,U,IND,,F
Eleonora Alvisi,U,ITA,,F
Alessia Piccoliori,U,ITA,,F
Karen Tsutsumi,U,JPN,,F
Satomi Hirano,U,JPN,,F
Elza Tomase,U,LAT,,F
Ana Paula Martinez Mora,U,MEX,,F
Sabina Dadaciu,R,USA,,F
Madison Harrison,U,USA,,F
Mary Stoiana,U,USA,,F
Maria Nikitina,U,RUS,,F
Katerina Petrova,U,RUS,,F
Bo Luttikhuis,U,NED,,F
Min Chae Kim,U,NED,,F
Vivian Yang,U,NZL,,F
Catherine Aulia,U,AUS,,F
Emily Burns,R,AUS,,F
Shona Nakano,U,NZL,,F
Sarah Weekley,U,NZL,,F
Cadence Brace,U,CAN,,F
Tamsin Hart,U,RSA,,F
Sinazo Solani,U,RSA,,F
Mbali Langa,U,RSA,,F
Violetta Borodina,U,RUS,,F
Darina Leonenko,U,RUS,,F
Victoria Matasova,U,RUS,,F
Petja Drame,U,SLO,,F
Ana Mukic,L,CRO,,F
Anali Kocevar,U,SLO,,F
Alja Belinger,U,SLO,,F
Katarina Sopkova,U,AUT,,F
Natasha Sengphrachanh,R,THA,,F
Yatawee Chimcham,U,THA,,F
Natcharee Teerachodjiranon,U,THA,,F
Angelina Daniukova,U,RUS,,F
Cheri Darley,U,GBR,,F
Fatima Ingrid Amartha Keita,U,ROU,,F
Tara Katarina Milic,U,SLO,,F
Tereza Dejnozkova,U,CZE,,F
Daniela Jelinkova,U,CZE,,F
Justine Bryson,R,CAN,,F
Annabela Da Assis Ferreira Brito,U,BRA,,F
Justmin Da Costa,U,INA,,F
Maria Fernanda Da Costa Dalcul,U,BRA,,F
Camilla Fabbri,U,ITA,,F
Leila Fabbri,U,LUX,,F
Grazia Fabbrizi,U,ITA,,F
Nora Gaal,U,HUN,,F
Geetaarthi Sunaina Gaba,U,IND,,F
Philippine Gabalda,U,FRA,,F
Gayoung Ha,U,KOR,,F
Kaitlyn Ha,U,CAN,,F
Sun Min Ha,U,KOR,,F
Meryem Jaaidan,U,MAR,,F
Sanskruti Jaangle,U,IND,,F
Eija Jaatinen,U,FIN,,F
Farkhanda Jabeen,U,PAK,,F
Anna Kabanova,U,RUS,,F
Ekaterina Kabanova,U,RUS,,F
Noemi La Cagnina,U,ITA,,F
